@relation 'all-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,15'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute mos {1,2,3,4,5}

@data
317667,48.666667,36.466667,71225806.451613,c43e0a23ab297d87,121,2,8,37.333333,9,5,18,?,4,3,651.666667,26,3,0.434667,py.com.itau.tokpag,2
375768,47.333333,37.733333,328415.040457,c43e0a23ab297d87,91,2,8,50,9,6,19,?,?,3,654.666667,26,?,0.468,android,3
1846,47,38.466667,134877.583932,c43e0a23ab297d87,1066,2,8,35,9,1,20,?,?,7,608.666667,26,?,0.472667,com.whatsapp,3
36086,46.5,38.85,1575757.575758,c43e0a23ab297d87,859.666667,2,8,706,9,2,21,?,?,7,626.5,26,?,0.4775,com.whatsapp,2
51440,46,39.35,11032.420727,c43e0a23ab297d87,447,2,8,2048,9,3,22,?,?,7,620.5,26,?,0.49,com.whatsapp,3
61661,46,39.35,11032.420727,c43e0a23ab297d87,447,2,8,2048,9,4,23,?,?,7,620.5,26,?,0.49,com.whatsapp,3
118111,46,39.2,47297.265744,c43e0a23ab297d87,778,2,8,581,9,5,24,?,?,7,681.666667,26,?,0.459333,com.whatsapp,3
175519,45,38.3,28235294.117647,c43e0a23ab297d87,652.5,2,8,131.5,9,6,25,?,?,7,728,26,?,0.456,com.twitter.android,1
231190,45,37.3,16984615.384615,c43e0a23ab297d87,773,2,8,224,9,7,26,?,?,7,698.666667,26,?,0.441333,com.twitter.android,1
286412,44.333333,36.633333,4137931.034483,c43e0a23ab297d87,853,2,8,649,9,8,27,?,?,7,707.666667,26,?,0.427667,com.twitter.android,1
342758,43.666667,36.533333,1176094.598913,c43e0a23ab297d87,552.666667,2,8,826.666667,9,9,28,?,?,7,620,26,?,0.449667,com.twitter.android,2
397849,43,35.8,54117647.058824,c43e0a23ab297d87,291,2,8,46,9,10,29,?,4,7,684.333333,26,3,0.408333,org.mozilla.firefox,2
453808,43,34.633333,967213.114754,c43e0a23ab297d87,95.5,2,8,55.25,9.25,11,30,?,4,7,647,26,3,0.367333,org.mozilla.firefox,1
556800,42,33.633333,159749.085206,c43e0a23ab297d87,95.5,2,8,21,9,12,31,?,4,7,662.333333,26,3,0.407333,com.twitter.android,2
97659,41,34.733333,1838774.150566,c43e0a23ab297d87,70.666667,2,8,34.666667,9,1,32,?,?,1,652.333333,26,?,0.416667,com.twitter.android,1
113407,41,34.333333,3859.592883,c43e0a23ab297d87,70.666667,2,8,34.666667,9,2,33,?,?,1,654.333333,26,?,0.407,com.twitter.android,1
170230,40,34.233333,2276.236187,c43e0a23ab297d87,85.5,2,8,29.5,9,3,34,?,?,1,594.333333,26,?,0.406333,org.pol.jmgo.qoesurveyor,1
249223,39.333333,34.566667,1732036.397866,c43e0a23ab297d87,210,2,8,32,9,4,35,?,?,1,536.333333,26,?,0.458667,org.mozilla.firefox,4
315573,38,35.35,1894303.363075,c43e0a23ab297d87,244.5,2,8,40.5,9,5,36,?,?,1,465.5,26,?,0.4775,org.mozilla.firefox,2
386548,37,36.25,0,c43e0a23ab297d87,262,2,8,36,9,6,37,?,?,1,571.5,26,?,0.484,org.mozilla.firefox,2
481764,36,36.25,0,c43e0a23ab297d87,176.75,2,8,34.5,9,7,38,?,4,1,578,26,3,0.4615,org.mozilla.firefox,2
506005,36,35.8,0,c43e0a23ab297d87,136,2,8,32.333333,9,8,39,?,4,1,702,26,3,0.435667,com.whatsapp,2
608956,35,32.966667,0,c43e0a23ab297d87,104.5,2,8,53,9,9,40,?,4,1,612.333333,26,3,0.365,com.google.android.youtube,2
616560,35,32.4,0,c43e0a23ab297d87,118.666667,2,8,51.333333,9,10,41,?,4,1,571.333333,26,3,0.357333,com.google.android.youtube,1
63864,76,27.7,26203.920619,bd016d8f3093b6a4,136,2,7,54,9,1,0,?,4,1,840,23,?,52,com.google.android.apps.docs,5
122109,76,29.633333,12923798.358734,bd016d8f3093b6a4,113.5,2,7,73.5,9,2,1,?,4,1,899.333333,23,?,60.333333,com.google.android.apps.docs,5
176860,76,30.7,1453394.858273,bd016d8f3093b6a4,156.666667,2,7,276,9,3,2,?,4,1,830,23,?,61.666667,com.google.android.youtube,5
232306,76,31.225,87492063.492063,bd016d8f3093b6a4,390,2,7,49,9,4,3,?,3.76,1,794,23,?,63,com.google.android.youtube,5
287295,76,31.733333,0,bd016d8f3093b6a4,169.333333,2,7,59,9,5,4,?,4,1,798.333333,23,?,60,com.google.android.youtube,5
349098,76,32.233333,0,bd016d8f3093b6a4,196.666667,2,7,70,9,6,5,?,4,1,785.666667,23,?,59.666667,com.google.android.youtube,5
405102,76.75,32.625,0,bd016d8f3093b6a4,148.666667,2,7,43,9,7,6,?,4,1,769.75,23,?,60.25,com.google.android.youtube,5
463637,77,33.366667,0,bd016d8f3093b6a4,126,2,7,59.333333,9,8,7,?,4,1,713.333333,23,?,64.666667,com.google.android.youtube,4
515959,77,33.7,0,bd016d8f3093b6a4,119.666667,2,7,53.666667,9,9,8,?,4,1,762.5,23,?,62,com.facebook.lite,5
574150,77,34.666667,0,bd016d8f3093b6a4,124,2,7,62,9,10,9,?,4,1,789,23,?,65.666667,com.facebook.lite,5
627091,77,35.633333,0,bd016d8f3093b6a4,131.5,2,7,60.5,9,11,10,?,?,1,938.333333,23,?,66.666667,com.whatsapp,5
33733,69,28.7,0,867287031950897,75,2,9,41,9,1,0,?,?,3,3073,27,?,28.7,com.google.android.youtube,3
39006,69,28.7,0,867287031950897,75,2,9,41,9,2,1,?,?,3,3073,27,?,28.7,com.google.android.youtube,1
60000,?,?,0,867287031950897,?,?,9,?,?,1,2,?,?,2,?,27,?,?,?,3
60743,?,?,0,867287031950897,?,?,9,?,?,2,3,?,?,2,?,27,?,?,?,2
61081,?,?,0,867287031950897,?,?,9,?,?,3,4,?,?,2,?,27,?,?,?,1
61731,?,?,0,867287031950897,?,?,9,?,?,4,5,?,?,2,?,27,?,?,?,4
65888,?,?,0,867287031950897,?,?,9,?,?,5,6,?,?,2,?,27,?,?,?,3
66269,?,?,0,867287031950897,?,?,9,?,?,6,7,?,?,2,?,27,?,?,?,4
67020,?,?,0,867287031950897,?,?,9,?,?,7,8,?,?,2,?,27,?,?,?,3
67324,?,?,0,867287031950897,?,?,9,?,?,8,9,?,?,2,?,27,?,?,?,4
67823,?,?,0,867287031950897,?,?,9,?,?,9,10,?,?,2,?,27,?,?,?,5
59516,89,31.6,0,867287031950897,14.5,1,9,11,10,1,11,?,4,1,2700,27,3,31.6,com.android.settings,3
60000,89,31.6,0,867287031950897,14.5,1,9,11,10,2,12,?,4,1,2700,27,3,31.6,com.android.settings,4
60307,89,31.7,0,867287031950897,14.5,1,9,11,10,3,13,?,4,1,2930,27,3,31.7,com.android.settings,5
60685,89,31.7,0,867287031950897,14.5,1,9,11,10,4,14,?,4,1,2930,27,3,31.7,com.android.settings,4
61068,?,?,144991.212654,a32d3af596578938,61.333333,1,8,68,17,1,0,1,4,7,1512.666667,26,2.666667,31.2,com.android.launcher3,3
168378,?,?,142306.552031,a32d3af596578938,55.666667,1,8,68.666667,17,2,1,1,4,7,1514,26,2.666667,30.733333,com.whatsapp,3
334697,?,?,822134.387352,a32d3af596578938,51.666667,1,8,75.333333,17,3,2,1,4,7,1650.666667,26,2.666667,31.5,com.whatsapp,3
556359,?,?,1201.409346,a32d3af596578938,50.75,1,8,69.75,17,4,3,1,4,7,1582.25,26,2.5,31.725,com.whatsapp,3
60876,?,?,1874818.049491,a32d3af596578938,60.333333,1,8,80,17,1,4,?,4,4,1257,26,2.333333,33.566667,android,5
124688,?,?,716006.884682,a32d3af596578938,61,1,8,74.666667,17,2,5,?,4,4,1274.666667,26,2,33.633333,android,5
182690,?,?,1727.181223,a32d3af596578938,55.333333,1,8,66.666667,17,3,6,?,4,4,1278.333333,26,2,33.3,com.whatsapp,5
232704,?,?,3076923.076923,a32d3af596578938,61.25,1,8,74,17,4,7,?,4,4,1272.75,26,2.333333,33.425,com.whatsapp,5
284923,?,?,54653465.346535,a32d3af596578938,53.333333,1,8,76.333333,17,5,8,?,4,4,1261.666667,26,2,33.3,android,5
504541,?,?,1402390.438247,a32d3af596578938,65.333333,1,8,76.666667,17,6,9,?,4,4,1253,26,2,33.2,com.whatsapp,5
3717,?,?,3150579.150579,a32d3af596578938,60.75,1,8,76,17,1,10,?,4,5,1289,26,?,33.666667,com.whatsapp,5
327538,?,?,0,a32d3af596578938,?,?,8,?,?,2,11,?,?,5,?,26,?,?,?,5
332166,?,?,0,a32d3af596578938,?,?,8,?,?,3,12,?,?,5,?,26,?,?,?,5
337637,?,?,0,a32d3af596578938,?,?,8,?,?,4,13,?,?,5,?,26,?,?,?,5
347371,?,?,0,a32d3af596578938,?,?,8,?,?,5,14,?,?,5,?,26,?,?,?,5
436524,?,?,50875576.036866,a32d3af596578938,71,1,8,94.333333,17,1,15,?,4,8,1210.48,26,2,33.52,com.whatsapp,5
535727,?,?,1406779.661017,a32d3af596578938,73,1,8,79.666667,17,2,16,?,4,8,1192,26,1.666667,33.8,org.pol.jmgo.qoesurveyor,5
539748,?,?,0,a32d3af596578938,?,?,8,?,?,1,17,?,?,3,?,26,?,?,?,5
555519,?,?,0,a32d3af596578938,?,?,8,?,?,2,18,?,?,3,?,26,?,?,?,5
566891,?,?,0,a32d3af596578938,?,?,8,?,?,3,19,?,?,3,?,26,?,?,?,5
57983,?,?,221893.491124,a32d3af596578938,52.333333,1,8,70.333333,17,1,20,?,4,1,1244,26,3,34.4,com.android.launcher3,3
340662,?,?,1386666.666667,a32d3af596578938,43.75,1,8,70.5,17,2,21,?,4,1,1199.25,26,2,34.55,com.whatsapp,5
392347,?,?,42076335.877863,a32d3af596578938,48,1,8,71,17,3,22,?,4,1,1279.75,26,1.75,34.475,com.whatsapp,5
446977,?,?,39546.674922,a32d3af596578938,93.5,1,8,68.25,17,4,23,?,4,1,1355.25,26,2,35.2,com.whatsapp,5
625189,?,?,0,a32d3af596578938,42.363636,1,8,68.727273,17,5,24,?,4,1,1340,26,?,36.5,com.amazon.avod.thirdpartyclient,5
69061,91,18.7,48850.422131,81410329db99223d,159.666667,2,5,44.666667,9,1,0,?,4,2,422.666667,23,?,28.6,?,5
110167,91,18.7,225044.976285,81410329db99223d,109.333333,2,5,45,9,2,1,?,4,2,405.5,23,?,28.525,?,5
166833,90.666667,18.833333,1341935.483871,81410329db99223d,99.333333,2,5,43.666667,9,3,2,?,4,2,380.666667,23,?,31.5,?,5
504837,90,19,291415.901172,81410329db99223d,640.2,2,5,53,9,4,3,?,4,2,414.666667,23,?,28.907333,?,5
557484,90,19.133333,181588.348447,81410329db99223d,88,2,5,47.75,9,5,4,?,4,2,308.333333,23,?,30.766667,?,5
612456,89.333333,19.6,2599.702108,81410329db99223d,88,2,5,52,9,6,5,?,4,2,288.666667,23,?,31.466667,?,5
61586,26.333333,27.7,5556114.745848,81410329db99223d,75.333333,2,5,58.333333,17,1,6,3,4,1,440.333333,23,?,39.433333,?,5
112743,26,27.966667,187856.789871,81410329db99223d,79.333333,2,5,53.666667,17,2,7,3,4,1,430.333333,23,?,42.1,?,5
168767,26,28.466667,81058823.529412,81410329db99223d,114,2,5,59.5,17,3,8,3,4,1,422.666667,23,?,39.3,?,5
224070,26,28.866667,3013409.183259,81410329db99223d,110,2,5,66.5,17,4,9,3,4,1,427,23,?,38.433333,?,5
286035,25.333333,29.233333,1165266.106443,81410329db99223d,99,2,5,62,17,5,10,3,4,1,426.333333,23,?,44.933333,?,5
337131,25,29.525,329036.218539,81410329db99223d,?,?,5,?,?,6,11,3,4,1,429.75,23,?,43.8,?,5
577127,24,30.633333,0,81410329db99223d,38,1,5,41.25,17,7,12,3,4,1,466,23,?,39.233333,?,5
130806,53,8.2,1495996.743113,2f41118c2aee66ae,200,2,4,46.666667,9,1,0,4,3.4,1,280,23,?,67.333333,?,4
60000,?,?,0,2f41118c2aee66ae,?,?,4,?,?,1,1,?,?,2,?,23,?,?,?,5
63950,?,?,0,2f41118c2aee66ae,?,?,4,?,?,2,2,?,?,2,?,23,?,?,?,5
74504,?,?,0,2f41118c2aee66ae,?,?,4,?,?,3,3,?,?,2,?,23,?,?,?,4
124186,?,?,116434.490748,a208a7c4a26d8df7,91.5,2,8,32.5,9,1,0,?,4,1,990,24,?,36.9325,?,2
8926,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,1,0,?,?,1,?,27,?,?,?,3
9558,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,2,1,?,?,1,?,27,?,?,?,4
9999,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,3,2,?,?,1,?,27,?,?,?,5
10568,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,4,3,?,?,1,?,27,?,?,?,4
10997,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,5,4,?,?,1,?,27,?,?,?,3
11381,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,6,5,?,?,1,?,27,?,?,?,2
11886,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,7,6,?,?,1,?,27,?,?,?,1
12318,?,?,9174.946403,d71847dfd6b46fcd,?,?,9,?,?,8,7,?,?,1,?,27,?,?,?,2
